frame,keypoint_0_x,keypoint_0_y,keypoint_0_conf,keypoint_1_x,keypoint_1_y,keypoint_1_conf,keypoint_2_x,keypoint_2_y,keypoint_2_conf,keypoint_3_x,keypoint_3_y,keypoint_3_conf,keypoint_4_x,keypoint_4_y,keypoint_4_conf,keypoint_5_x,keypoint_5_y,keypoint_5_conf,keypoint_6_x,keypoint_6_y,keypoint_6_conf,keypoint_7_x,keypoint_7_y,keypoint_7_conf,keypoint_8_x,keypoint_8_y,keypoint_8_conf,keypoint_9_x,keypoint_9_y,keypoint_9_conf,keypoint_10_x,keypoint_10_y,keypoint_10_conf,keypoint_11_x,keypoint_11_y,keypoint_11_conf,keypoint_12_x,keypoint_12_y,keypoint_12_conf,keypoint_13_x,keypoint_13_y,keypoint_13_conf,keypoint_14_x,keypoint_14_y,keypoint_14_conf,keypoint_15_x,keypoint_15_y,keypoint_15_conf,keypoint_16_x,keypoint_16_y,keypoint_16_conf
frame_0000.jpg,0.7262778282165527,0.39760592579841614,0.15156757831573486,0.7278822064399719,0.3983193337917328,0.17207002639770508,0.7271508574485779,0.3966817259788513,0.13910363614559174,0.7380969524383545,0.4162088930606842,0.12692254781723022,0.7324067950248718,0.4080544710159302,0.15215915441513062,0.7399295568466187,0.42124390602111816,0.17782168090343475,0.7494281530380249,0.41285252571105957,0.20200686156749725,0.7353983521461487,0.47374486923217773,0.1795494705438614,0.7272483110427856,0.4821735918521881,0.08800122886896133,0.7443231344223022,0.4775371551513672,0.16930218040943146,0.7422589659690857,0.44677484035491943,0.1304948776960373,0.6041226387023926,0.541863203048706,0.09335552155971527,0.5489181876182556,0.5580143928527832,0.06727471947669983,0.5620718598365784,0.6066724061965942,0.10281240195035934,0.563988447189331,0.6549923419952393,0.0822615772485733,0.6084749102592468,0.6451511383056641,0.047769419848918915,0.5463382601737976,0.6959707140922546,0.05600633844733238
frame_0001.jpg,0.716606080532074,0.3973482847213745,0.12647178769111633,0.7197955250740051,0.39573049545288086,0.1371975988149643,0.7180079221725464,0.39519381523132324,0.09561125189065933,0.7331500053405762,0.40880221128463745,0.1510937362909317,0.7271798849105835,0.4047950804233551,0.10785656422376633,0.7400249242782593,0.41956233978271484,0.1656321883201599,0.7472469210624695,0.412316232919693,0.1502637267112732,0.7318838238716125,0.46716129779815674,0.17359793186187744,0.751089870929718,0.44531622529029846,0.10412722080945969,0.7314558029174805,0.4939119517803192,0.11618923395872116,0.7487598061561584,0.43680712580680847,0.1383596509695053,0.7239317297935486,0.5000434517860413,0.09506829082965851,0.7416186332702637,0.5017661452293396,0.0634169802069664,0.7061223387718201,0.50588458776474,0.19092893600463867,0.7165405750274658,0.5051068663597107,0.09538636356592178,0.684442937374115,0.5561527013778687,0.04378485679626465,0.7064403295516968,0.6194924116134644,0.026575453579425812
frame_0002.jpg,0.7166247367858887,0.39969906210899353,0.07400767505168915,0.720420777797699,0.39778849482536316,0.08108270168304443,0.7200552225112915,0.40002623200416565,0.06468737870454788,0.7375539541244507,0.4067806601524353,0.0636972039937973,0.7316814064979553,0.403450071811676,0.06493273377418518,0.7446491718292236,0.415105402469635,0.14198580384254456,0.7530713081359863,0.4103715419769287,0.12752456963062286,0.7422349452972412,0.45160111784935,0.1439545899629593,0.7535938620567322,0.4471612274646759,0.12422991544008255,0.7297298908233643,0.4829176962375641,0.11709387600421906,0.7486321926116943,0.4676356613636017,0.10073519498109818,0.7392337322235107,0.4852604568004608,0.1062372624874115,0.747167706489563,0.48474472761154175,0.07783105224370956,0.7106184363365173,0.4914073646068573,0.15051056444644928,0.7296674251556396,0.4852849841117859,0.08361487090587616,0.6950841546058655,0.5277762413024902,0.08881023526191711,0.7250929474830627,0.5157381892204285,0.08296838402748108
frame_0003.jpg,0.7048683166503906,0.4018956124782562,0.28239989280700684,0.7092692255973816,0.3987034559249878,0.3179629147052765,0.709703803062439,0.3990742564201355,0.20942816138267517,0.7294043302536011,0.40020206570625305,0.263860285282135,0.7307453155517578,0.39691177010536194,0.1749519407749176,0.7393332123756409,0.41028669476509094,0.24276091158390045,0.7518877387046814,0.4078206419944763,0.17768995463848114,0.7349826693534851,0.4494333267211914,0.20037269592285156,0.75344318151474,0.4489261209964752,0.14432194828987122,0.7201449871063232,0.46971556544303894,0.1405351608991623,0.7489498853683472,0.4655677378177643,0.11690915375947952,0.736064076423645,0.48466309905052185,0.1164909154176712,0.7542992830276489,0.483049213886261,0.07845763117074966,0.7054305672645569,0.5015454888343811,0.1669597625732422,0.7281964421272278,0.4901816248893738,0.11087828129529953,0.6945768594741821,0.5356195569038391,0.08257841318845749,0.7234881520271301,0.5211530327796936,0.08141615241765976
frame_0004.jpg,0.7106199860572815,0.39916902780532837,0.22104331851005554,0.71421879529953,0.3969355821609497,0.25360897183418274,0.7131535410881042,0.3967740833759308,0.19521449506282806,0.7303146719932556,0.4062248170375824,0.23952583968639374,0.7253041863441467,0.40423640608787537,0.1646285057067871,0.741786539554596,0.4191073179244995,0.18937715888023376,0.742065966129303,0.4201411306858063,0.18337757885456085,0.7354112863540649,0.4667524993419647,0.19947874546051025,0.7457873225212097,0.45387303829193115,0.14791329205036163,0.7346919775009155,0.4970005452632904,0.13441458344459534,0.7456881999969482,0.4798727333545685,0.11349925398826599,0.7255381345748901,0.4994642734527588,0.10882239043712616,0.7286436557769775,0.5018101334571838,0.09032516926527023,0.6937423348426819,0.5076969861984253,0.14902867376804352,0.7130611538887024,0.5013992190361023,0.10028444975614548,0.6606133580207825,0.5504750609397888,0.06209176778793335,0.6714352369308472,0.5989127159118652,0.03746838495135307
frame_0005.jpg,0.7149944305419922,0.4011615514755249,0.14349433779716492,0.7176393866539001,0.3999030292034149,0.13828381896018982,0.718165934085846,0.39784207940101624,0.10382376611232758,0.7324512600898743,0.41358932852745056,0.09645150601863861,0.7271285653114319,0.4061241149902344,0.07600124180316925,0.731059730052948,0.4205797016620636,0.1509706676006317,0.7568398118019104,0.4198758602142334,0.1465015858411789,0.715411365032196,0.4811379611492157,0.18723228573799133,0.7282347083091736,0.4849123954772949,0.0904047042131424,0.7193356156349182,0.48440754413604736,0.16089199483394623,0.7281136512756348,0.472285658121109,0.08826760947704315,0.5673848986625671,0.514696478843689,0.09146887809038162,0.5500106811523438,0.5290856957435608,0.07663866132497787,0.5117154717445374,0.6076450943946838,0.06378379464149475,0.5505568385124207,0.6614300608634949,0.06965938955545425,0.546616792678833,0.652144193649292,0.036600448191165924,0.5212909579277039,0.690844714641571,0.06429381668567657
frame_0006.jpg,0.716947078704834,0.4008403718471527,0.07551945000886917,0.7194550037384033,0.39981430768966675,0.06855840235948563,0.7205444574356079,0.39763930439949036,0.052045706659555435,0.010880030691623688,0.4543251693248749,0.2225818783044815,-0.00023785140365362167,0.4511696398258209,0.15853922069072723,0.5848535895347595,0.4075765013694763,0.013987727463245392,0.012071160599589348,0.46738746762275696,0.2765376567840576,0.606012761592865,0.5137876272201538,0.060357049107551575,0.7539456486701965,0.43661653995513916,0.09769740700721741,0.6125945448875427,0.4788430333137512,0.03098362870514393,0.5469346642494202,0.41243669390678406,0.025296632200479507,0.46377769112586975,0.4771406650543213,0.03681905195116997,0.028862562030553818,0.4919060468673706,0.2535790801048279,0.469760537147522,0.5445287227630615,0.047692734748125076,0.49345335364341736,0.5961476564407349,0.0457296296954155,0.5335778594017029,0.5645012855529785,0.05326316878199577,0.47653746604919434,0.6097717881202698,0.04525463655591011
frame_0007.jpg,0.7125971913337708,0.4038366377353668,0.1166229397058487,0.7143324017524719,0.40269848704338074,0.11530404537916183,0.7170535326004028,0.4006879925727844,0.08847401291131973,0.7288985848426819,0.41561663150787354,0.09131620079278946,0.7377483248710632,0.4120316505432129,0.0760359913110733,0.7268913984298706,0.4306850731372833,0.12728488445281982,0.75957852602005,0.42250093817710876,0.15471744537353516,0.7045164108276367,0.4831541180610657,0.15249812602996826,0.756662130355835,0.44812139868736267,0.15025296807289124,0.7155033349990845,0.4708292484283447,0.1302087903022766,0.7263116836547852,0.43632322549819946,0.06276248395442963,0.5511836409568787,0.5281146764755249,0.06595960259437561,0.5359730124473572,0.542860209941864,0.06508238613605499,0.49593493342399597,0.60798579454422,0.0595480278134346,0.5029038190841675,0.6919557452201843,0.13587415218353271,0.516194760799408,0.6519432067871094,0.038076069205999374,0.5080791711807251,0.6765779852867126,0.056009601801633835
frame_0008.jpg,0.6850693225860596,0.43496406078338623,0.0433732345700264,0.7184942364692688,0.4001445174217224,0.10658218711614609,0.7178931832313538,0.39755573868751526,0.10399189591407776,0.726863443851471,0.41080906987190247,0.07122306525707245,0.7233087420463562,0.404707133769989,0.10303479433059692,0.7279983758926392,0.42042526602745056,0.08343613892793655,0.7445206046104431,0.40950852632522583,0.10148467868566513,0.7329622507095337,0.47582077980041504,0.1475508213043213,0.646208643913269,0.5105140209197998,0.050133075565099716,0.7346312403678894,0.5007593035697937,0.0930340513586998,0.6758776903152466,0.5046086311340332,0.04362284392118454,0.5484631657600403,0.5428770184516907,0.059987835586071014,0.4959620237350464,0.5620530247688293,0.06422953307628632,0.5058320164680481,0.6963871717453003,0.17936716973781586,0.5045099258422852,0.6928635239601135,0.14486108720302582,0.5774269700050354,0.7002363204956055,0.0540970116853714,0.5106143355369568,0.7005069851875305,0.050199415534734726
frame_0009.jpg,0.7115207314491272,0.40301060676574707,0.17946390807628632,0.7124179601669312,0.4020700454711914,0.18823343515396118,0.7139672636985779,0.40059781074523926,0.15576714277267456,0.724607527256012,0.4215923249721527,0.08958370983600616,0.7234848141670227,0.4082823097705841,0.1310727447271347,0.7239049077033997,0.4308532178401947,0.11874273419380188,0.7425413727760315,0.43299877643585205,0.11825224757194519,0.7234612107276917,0.475909024477005,0.17214545607566833,0.7463324069976807,0.4741687774658203,0.11343394219875336,0.7368087768554688,0.4921308159828186,0.13539788126945496,0.7571349740028381,0.4939820170402527,0.08049962669610977,0.6988096833229065,0.4966338872909546,0.13325418531894684,0.7048501968383789,0.5001317262649536,0.10848448425531387,0.6454085111618042,0.5313120484352112,0.10672779381275177,0.6512975096702576,0.5944104790687561,0.06741436570882797,0.6103959083557129,0.5682947635650635,0.047677598893642426,0.6107652187347412,0.6153864860534668,0.03769713267683983
